,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth
111,26.0,0.9868421052631579,0.9864864864864865,1.0,0.9931972789115647,0.03947368421052633,0.2767481390417712,10.6,5.8,3.7
112,27.0,0.9342105263157895,0.9452054794520548,0.9857142857142858,0.9650349650349651,0.07894736842105265,0.25467777059658653,5.6,3.3,2.2
113,28.0,0.9605263157894737,0.9605263157894737,1.0,0.9798657718120806,0.06578947368421051,0.15639474093282307,9.5,5.25,3.45
114,29.0,0.9078947368421053,0.9701492537313433,0.9285714285714286,0.948905109489051,0.13157894736842102,0.1041428772355791,9.8,5.4,3.7
115,30.0,0.9605263157894737,0.9605263157894737,1.0,0.9798657718120806,0.0,,9.2,5.1,3.5
116,2.0,0.9342105263157895,0.971830985915493,0.9583333333333334,0.965034965034965,1.0,0.12164893955799833,17.5,9.25,5.05
117,3.0,0.9473684210526315,0.9466666666666667,1.0,0.9726027397260273,1.0,0.3480791476847459,10.6,5.8,3.6
118,4.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,1.0,0.31350026079878396,9.4,5.2,3.45
119,5.0,0.9736842105263158,0.9714285714285714,1.0,0.9855072463768115,1.0,0.2708902960615679,9.0,5.0,3.7
120,6.0,0.9605263157894737,0.9594594594594594,1.0,0.9793103448275862,1.0,0.31279890077543143,8.7,4.85,3.4
121,7.0,0.9736842105263158,0.972972972972973,1.0,0.9863013698630138,0.4342105263157895,0.34676809014367305,12.7,6.85,4.2
122,8.0,0.9605263157894737,0.9594594594594594,1.0,0.9793103448275862,0.21052631578947367,0.2666270222943547,12.1,6.55,4.25
123,9.0,0.9868421052631579,1.0,0.9861111111111112,0.993006993006993,0.7763157894736842,0.3662645319545767,11.2,6.1,3.95
124,10.0,0.9736842105263158,0.971830985915493,1.0,0.9857142857142858,0.14473684210526316,0.19383939878252632,9.3,5.15,3.4
125,11.0,0.9736842105263158,0.972972972972973,1.0,0.9863013698630138,0.23684210526315785,0.30365457445967897,10.0,5.5,3.5
126,12.0,0.9868421052631579,1.0,0.9863013698630136,0.993103448275862,0.1842105263157895,0.2846014751645962,11.5,6.25,3.85
127,13.0,0.9868421052631579,1.0,0.9861111111111112,0.993006993006993,0.19736842105263153,0.284605863190728,11.4,6.2,3.8
128,14.0,0.9605263157894737,0.9605263157894737,1.0,0.9798657718120806,0.0,,11.8,6.4,4.0
129,15.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.02631578947368418,0.19023985175042096,10.5,5.75,3.9
130,16.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,,10.2,5.6,3.75
131,17.0,0.9605263157894737,0.9565217391304348,1.0,0.9777777777777777,0.1578947368421053,0.19821146883246435,10.0,5.5,3.4
132,18.0,0.9078947368421053,0.9078947368421053,1.0,0.9517241379310345,0.0,,9.7,5.35,3.75
133,19.0,0.9342105263157895,0.9710144927536232,0.9571428571428572,0.9640287769784173,0.3421052631578947,0.29986107009233637,11.4,6.2,4.1
134,20.0,0.9605263157894737,0.9605263157894737,1.0,0.9798657718120806,0.0,,11.6,6.3,4.05
135,21.0,0.9605263157894737,0.96,1.0,0.9795918367346939,0.14473684210526316,0.3808186091747779,9.9,5.45,3.65
136,22.0,0.9605263157894737,0.9594594594594594,1.0,0.9793103448275862,0.07894736842105265,0.27403391474509253,8.7,4.85,3.0
137,23.0,0.9868421052631579,0.9857142857142858,1.0,0.9928057553956835,0.03947368421052633,0.15068706282511693,12.6,6.8,4.35
138,24.0,0.9868421052631579,0.9855072463768116,1.0,0.9927007299270074,0.07894736842105265,0.13738382372726768,10.4,5.7,3.45
139,25.0,0.9868421052631579,0.9861111111111112,1.0,0.993006993006993,0.03947368421052633,0.2071509935742141,8.6,4.8,3.35
140,26.0,1.0,1.0,1.0,1.0,0.013157894736842146,0.5253779129634624,10.4,5.7,4.05
141,27.0,0.9736842105263158,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.06578947368421051,0.09515264063795136,9.4,5.2,3.25
142,28.0,0.9868421052631579,0.9866666666666667,1.0,0.9932885906040269,0.02631578947368418,0.291867979816149,11.2,6.1,3.9
143,29.0,0.9736842105263158,0.9726027397260274,1.0,0.9861111111111112,0.013157894736842146,0.0341545496336515,10.2,5.6,3.8
144,30.0,0.9868421052631579,0.9866666666666667,1.0,0.9932885906040269,0.03947368421052633,0.22325636845347505,9.9,5.45,3.8
