dataset,explainer,n_trees,max_depth,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain,facet_k
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.89531446,0.11382699,0.00569135,20,5
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.89531446,0.121869564,0.006093478,20,7
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.89531446,0.130774975,0.006538749,20,9
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.89531446,0.135875225,0.006793761,20,11
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.89531446,0.139124632,0.006956232,20,13
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.89531446,0.142129183,0.007106459,20,15
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.89531446,0.14362669,0.007181334,20,17
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.89531446,0.144939184,0.007246959,20,19
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.89531446,0.145275116,0.007263756,20,21
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.89531446,0.145485163,0.007274258,20,23
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.89531446,0.147949457,0.007397473,20,25
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.049032211,0.002451611,20,1
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.079620361,0.003981018,20,3
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.108232498,0.005411625,20,5
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.120364904,0.006018245,20,7
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.143108606,0.00715543,20,9
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.155085087,0.007754254,20,11
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.163360119,0.008168006,20,13
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.174512386,0.008725619,20,15
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.177526474,0.008876324,20,17
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.180886745,0.009044337,20,19
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.183744907,0.009187245,20,21
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.183874607,0.00919373,20,23
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.38204932,0.186580658,0.009329033,20,25
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.059072256,0.002953613,20,1
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.094464064,0.004723203,20,3
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.123814106,0.006190705,20,5
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.142438173,0.007121909,20,7
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.151870251,0.007593513,20,9
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.164337635,0.008216882,20,11
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.168561935,0.008428097,20,13
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.174048185,0.008702409,20,15
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.176060677,0.008803034,20,17
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.181142807,0.00905714,20,19
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.052561998,0.0026281,20,1
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.089354277,0.004467714,20,3
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.181304932,0.009065247,20,21
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.114484549,0.005724227,20,5
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.183323145,0.009166157,20,23
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.134700298,0.006735015,20,7
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.14398551,0.007199275,20,9
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.70246267,0.184978962,0.009248948,20,25
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.152094364,0.007604718,20,11
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.048809052,0.002440453,20,1
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.15779233,0.007889616,20,13
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.095911264,0.004795563,20,3
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.159177303,0.007958865,20,15
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.126139402,0.00630697,20,5
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.160137892,0.008006895,20,17
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.150628328,0.007531416,20,7
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.162683487,0.008134174,20,19
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.16735363,0.008367682,20,9
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.163252354,0.008162618,20,21
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.181278229,0.009063911,20,11
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.162746668,0.008137333,20,23
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.188287735,0.009414387,20,13
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.45690632,0.164179802,0.00820899,20,25
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.19066143,0.009533072,20,15
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.19416666,0.009708333,20,17
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.198576689,0.009928834,20,19
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.04020071,0.002010036,20,1
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.069220304,0.003461015,20,3
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.202333689,0.010116684,20,21
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.097397327,0.004869866,20,5
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.203877211,0.010193861,20,23
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.120063782,0.006003189,20,7
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.129836321,0.006491816,20,9
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.30256152,0.204295158,0.010214758,20,25
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.156686544,0.007834327,20,11
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.168282032,0.008414102,20,13
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.175944567,0.008797228,20,15
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.18035841,0.00901792,20,17
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.18104291,0.009052145,20,19
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.182895184,0.009144759,20,21
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.186644077,0.009332204,20,23
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.7051487,0.188392878,0.009419644,20,25
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.049293995,0.0024647,20,1
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.090065718,0.004503286,20,3
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.111712694,0.005585635,20,5
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.052331209,0.00261656,20,1
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.086894035,0.004344702,20,3
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.129370213,0.006468511,20,7
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.113929987,0.005696499,20,5
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.142305136,0.007115257,20,9
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.132580042,0.006629002,20,7
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.151246548,0.007562327,20,11
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.145846128,0.007292306,20,9
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.16018033,0.008009017,20,13
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.156263351,0.007813168,20,11
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.163226843,0.008161342,20,15
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.161412477,0.008070624,20,13
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.167905807,0.00839529,20,17
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.169137239,0.008456862,20,15
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.168782949,0.008439147,20,19
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.172264576,0.008613229,20,17
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.169510126,0.008475506,20,21
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.173679829,0.008683991,20,19
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.174960613,0.008748031,20,23
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.175845385,0.008792269,20,21
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.42500567,0.176165342,0.008808267,20,25
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.178167582,0.008908379,20,23
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69063187,0.180376291,0.009018815,20,25
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.041491032,0.002074552,20,1
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.075726271,0.003786314,20,3
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.100666761,0.005033338,20,5
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.123732805,0.00618664,20,7
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.139054775,0.006952739,20,9
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.148407221,0.007420361,20,11
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.162053585,0.008102679,20,13
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.167732716,0.008386636,20,15
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.169505596,0.00847528,20,17
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.174554825,0.008727741,20,19
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.178879499,0.008943975,20,21
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.179250479,0.008962524,20,23
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.64587259,0.178976297,0.008948815,20,25
adult,FACETIndex,100,,0,0.844665561,0.705549846,0.622675737,0.661527343,1,0.152483386,0.219664661,2.7,94.4720335,8.203041792,0.41015209,20,1
adult,FACETIndex,100,,1,0.845218353,0.72036942,0.621513944,0.66730038,1,0.245500497,0.335105467,2.6,89.69831991,10.62339067,0.531169534,20,1
adult,FACETIndex,100,,4,0.84013267,0.700553598,0.620597414,0.658156028,1,0.109633716,0.160661907,2.35,89.82037067,8.666448593,0.43332243,20,1
adult,FACETIndex,100,,5,0.844444444,0.695847924,0.635159817,0.664120315,1,0.117480517,0.176503604,2.6,91.17925787,7.296519279,0.364825964,20,1
adult,FACETIndex,100,,2,0.83946932,0.704379562,0.604203936,0.65045739,1,0.157147551,0.224152396,2.85,96.21737719,8.049467087,0.402473354,20,1
adult,FACETIndex,100,,3,0.849087894,0.722166998,0.643204958,0.680402716,1,0.127897505,0.192677063,2.65,96.11581278,9.262584209,0.46312921,20,1
adult,FACETIndex,100,,7,0.841901603,0.716174975,0.61754386,0.663212435,1,0.163204488,0.255931551,2.6,90.12114549,7.152559042,0.357627952,20,1
adult,FACETIndex,100,,8,0.846102819,0.725864739,0.620202911,0.668886775,1,0.097427156,0.142636038,2.35,90.30312133,4.507769108,0.225388455,20,1
adult,FACETIndex,100,,6,0.845771144,0.715562566,0.614446953,0.66116104,1,0.14256393,0.199286086,2.35,90.90021729,10.36630964,0.518315482,20,1
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.324952242,0.531931429,5.5,77.51990533,1.869453192,0.09347266,20,1
adult,FACETIndex,100,,1,0.845218353,0.72036942,0.621513944,0.66730038,1,0.245500497,0.335105467,2.6,89.69831991,13.36602688,0.668301344,20,3
adult,FACETIndex,100,,0,0.844665561,0.705549846,0.622675737,0.661527343,1,0.152483386,0.219664661,2.7,94.4720335,14.34563994,0.717281997,20,3
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.344598372,0.605342526,5.6,76.99945474,1.949650288,0.097482514,20,1
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.324952242,0.531931429,5.5,77.51990533,3.108252048,0.155412602,20,3
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.342095069,0.57541944,5.55,75.77590847,2.199985027,0.109999251,20,1
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.344598372,0.605342526,5.6,76.99945474,2.69981885,0.134990942,20,3
adult,FACETIndex,100,,8,0.846102819,0.725864739,0.620202911,0.668886775,1,0.097427156,0.142636038,2.35,90.30312133,10.55885172,0.527942586,20,3
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.324952242,0.531931429,5.5,77.51990533,4.568473339,0.228423667,20,5
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.342095069,0.57541944,5.55,75.77590847,3.50332737,0.175166368,20,3
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.344598372,0.605342526,5.6,76.99945474,3.227100134,0.161355007,20,5
adult,FACETIndex,100,,4,0.84013267,0.700553598,0.620597414,0.658156028,1,0.109633716,0.160661907,2.35,89.82037067,18.05813575,0.902906787,20,3
adult,FACETIndex,100,,5,0.844444444,0.695847924,0.635159817,0.664120315,1,0.117480517,0.176503604,2.6,91.17925787,15.72953463,0.786476731,20,3
adult,FACETIndex,100,,9,0.848977336,0.720734908,0.622111464,0.667801556,1,0.157375037,0.224356763,2.7,91.20631504,14.53852201,0.7269261,20,1
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.256085897,0.439989471,5.25,78.00647712,2.636893034,0.131844652,20,1
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,1,0.380014535,0.705109445,6,76.06349468,1.819458485,0.090972924,20,1
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.314063425,0.528569643,5.35,78.26627254,2.598840952,0.129942048,20,1
adult,FACETIndex,100,,2,0.83946932,0.704379562,0.604203936,0.65045739,1,0.157147551,0.224152396,2.85,96.21737719,16.38660169,0.819330084,20,3
adult,FACETIndex,100,,7,0.841901603,0.716174975,0.61754386,0.663212435,1,0.163204488,0.255931551,2.6,90.12114549,15.61142111,0.780571055,20,3
adult,FACETIndex,100,,3,0.849087894,0.722166998,0.643204958,0.680402716,1,0.127897505,0.192677063,2.65,96.11581278,15.69931102,0.784965551,20,3
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.342095069,0.57541944,5.55,75.77590847,3.948668242,0.197433412,20,5
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.421738928,0.699817558,6.15,76.34813452,3.601581097,0.180079055,20,1
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.344598372,0.605342526,5.6,76.99945474,3.845941305,0.192297065,20,7
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.324952242,0.531931429,5.5,77.51990533,5.398814201,0.26994071,20,7
adult,FACETIndex,100,,6,0.845771144,0.715562566,0.614446953,0.66116104,1,0.14256393,0.199286086,2.35,90.90021729,16.69358635,0.834679317,20,3
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,1,0.380014535,0.705109445,6,76.06349468,2.87125802,0.143562901,20,3
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.314063425,0.528569643,5.35,78.26627254,4.048594952,0.202429748,20,3
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.256085897,0.439989471,5.25,78.00647712,4.345467806,0.21727339,20,3
adult,FACETIndex,100,,1,0.845218353,0.72036942,0.621513944,0.66730038,1,0.245500497,0.335105467,2.6,89.69831991,14.77507997,0.738753998,20,5
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.312823267,0.549602529,5.6,77.72273159,2.22581768,0.111290884,20,1
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.342095069,0.57541944,5.55,75.77590847,4.409070492,0.220453525,20,7
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.283074752,0.467257693,5.25,75.95401525,2.200525761,0.110026288,20,1
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,1,0.380014535,0.705109445,6,76.06349468,3.41986227,0.170993114,20,5
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.344598372,0.605342526,5.6,76.99945474,4.007804394,0.20039022,20,9
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.421738928,0.699817558,6.15,76.34813452,4.714737177,0.235736859,20,3
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.312823267,0.549602529,5.6,77.72273159,3.218029499,0.160901475,20,3
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.324952242,0.531931429,5.5,77.51990533,5.849653244,0.292482662,20,9
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.314063425,0.528569643,5.35,78.26627254,4.587103367,0.229355168,20,5
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.256085897,0.439989471,5.25,78.00647712,5.330934286,0.266546714,20,5
adult,FACETIndex,100,,0,0.844665561,0.705549846,0.622675737,0.661527343,1,0.152483386,0.219664661,2.7,94.4720335,19.80414939,0.990207469,20,5
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.283074752,0.467257693,5.25,75.95401525,4.447382927,0.222369146,20,3
adult,FACETIndex,100,,8,0.846102819,0.725864739,0.620202911,0.668886775,1,0.097427156,0.142636038,2.35,90.30312133,14.19839001,0.7099195,20,5
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.344598372,0.605342526,5.6,76.99945474,4.315742254,0.215787113,20,11
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.342095069,0.57541944,5.55,75.77590847,5.147949457,0.257397473,20,9
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,1,0.380014535,0.705109445,6,76.06349468,4.718677759,0.235933888,20,7
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.307969874,0.499948776,5.65,78.63481331,1.713818073,0.085690904,20,1
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.421738928,0.699817558,6.15,76.34813452,5.120918751,0.256045938,20,5
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.312823267,0.549602529,5.6,77.72273159,4.209851265,0.210492563,20,5
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.314063425,0.528569643,5.35,78.26627254,5.270731688,0.263536584,20,7
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.307969874,0.499948776,5.65,78.63481331,3.277029753,0.163851488,20,3
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.324952242,0.531931429,5.5,77.51990533,6.0904181,0.304520905,20,11
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.256085897,0.439989471,5.25,78.00647712,5.925945044,0.296297252,20,7
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.344598372,0.605342526,5.6,76.99945474,4.965736389,0.248286819,20,13
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.283074752,0.467257693,5.25,75.95401525,5.486583471,0.274329174,20,5
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,1,0.380014535,0.705109445,6,76.06349468,4.976826429,0.248841321,20,9
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.342095069,0.57541944,5.55,75.77590847,5.630920649,0.281546032,20,11
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.312823267,0.549602529,5.6,77.72273159,4.555965662,0.227798283,20,7
adult,FACETIndex,100,,3,0.849087894,0.722166998,0.643204958,0.680402716,1,0.127897505,0.192677063,2.65,96.11581278,16.69057655,0.834528828,20,5
