dataset,explainer,n_trees,max_depth,n_rects,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain
vertebral,FACETIndex,100,,1000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.103156587,,4.2,0.882798195,0.197672844,0.009883642,20
cancer,FACETIndex,100,,5000,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.395658385,,14.05,4.086941957,1.060744047,0.053037202,20
glass,FACETIndex,100,,5000,4,0.848484848,1,0.8,0.888888889,1,0.140595389,,5.85,4.106889248,0.738441944,0.036922097,20
magic,FACETIndex,100,,5000,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.152789739,,9,9.03208375,0.962729931,0.048136497,20
spambase,FACETIndex,100,,5000,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.081241124,,18.5,5.113278389,1.05919981,0.052959991,20
vertebral,FACETIndex,100,,5000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.075525121,,3.65,4.106300116,0.914872408,0.04574362,20
cancer,FACETIndex,100,,10000,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.380299593,,13.75,8.153708458,2.077624798,0.10388124,20
glass,FACETIndex,100,,10000,4,0.848484848,1,0.8,0.888888889,1,0.138366557,,5.85,8.532909155,1.322560787,0.066128039,20
magic,FACETIndex,100,,10000,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.1462736,,8.75,14.09726095,1.867249489,0.093362474,20
spambase,FACETIndex,100,,10000,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.07628587,,18.45,9.628376484,2.140279055,0.107013953,20
vertebral,FACETIndex,100,,10000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.073350822,,3.4,8.443955898,1.814225674,0.090711284,20
cancer,FACETIndex,100,,20000,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,16.35757375,4.139419079,0.206970954,20
glass,FACETIndex,100,,20000,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,16.65945411,2.258665323,0.112933266,20
magic,FACETIndex,100,,20000,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,23.63900828,3.756721735,0.187836087,20
spambase,FACETIndex,100,,20000,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,18.04439926,4.372900963,0.218645048,20
vertebral,FACETIndex,100,,20000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,16.71776319,3.596880674,0.179844034,20
cancer,FACETIndex,100,,30000,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.36027771,,11.8,25.12663007,6.207108259,0.310355413,20
glass,FACETIndex,100,,30000,4,0.848484848,1,0.8,0.888888889,1,0.136892312,,5.7,25.06073022,3.118646622,0.155932331,20
magic,FACETIndex,100,,30000,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.134434587,,8.35,32.85953426,5.415751457,0.270787573,20
spambase,FACETIndex,100,,30000,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.068990072,,18.2,26.82957053,6.533278227,0.326663911,20
vertebral,FACETIndex,100,,30000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.06785599,,3.5,24.95195365,5.35772872,0.267886436,20
cancer,FACETIndex,100,,40000,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.362638727,,12.95,33.7709105,8.285526991,0.41427635,20
glass,FACETIndex,100,,40000,4,0.848484848,1,0.8,0.888888889,1,0.135384724,,5.5,34.40460873,3.90132618,0.195066309,20
magic,FACETIndex,100,,40000,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.132674013,,8.4,42.82053232,7.158811092,0.357940555,20
spambase,FACETIndex,100,,40000,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.069648417,,17.45,36.78412938,8.630902767,0.431545138,20
vertebral,FACETIndex,100,,40000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.064484125,,3.9,33.65621281,7.018584251,0.350929213,20
cancer,FACETIndex,100,,50000,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.347692282,,12.3,42.78763866,10.28343892,0.514171946,20
glass,FACETIndex,100,,50000,4,0.848484848,1,0.8,0.888888889,1,0.135374169,,5.7,43.27291894,4.689596415,0.234479821,20
magic,FACETIndex,100,,50000,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.131915878,,8.45,51.99391818,8.768328428,0.438416421,20
spambase,FACETIndex,100,,50000,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.07162125,,16.85,44.32378578,10.51201034,0.525600517,20
vertebral,FACETIndex,100,,50000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.064374928,,3.75,41.83255219,8.619869471,0.430993474,20
cancer,FACETIndex,100,,60000,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.351072811,,12.95,51.27515817,12.33489275,0.616744637,20
glass,FACETIndex,100,,60000,4,0.848484848,1,0.8,0.888888889,1,0.134954011,,5.45,51.16463399,5.342790365,0.267139518,20
magic,FACETIndex,100,,60000,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.131070587,,8.45,61.34281421,10.63662577,0.531831288,20
spambase,FACETIndex,100,,60000,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.066554472,,16.2,52.10713959,12.96046233,0.648023117,20
vertebral,FACETIndex,100,,60000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.063721627,,3.6,50.34909844,10.41201353,0.520600677,20
cancer,FACETIndex,100,,70000,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.347233808,,12.55,59.25037813,14.101794,0.7050897,20
glass,FACETIndex,100,,70000,4,0.848484848,1,0.8,0.888888889,1,0.13512142,,5.6,59.6042583,5.93297863,0.296648932,20
magic,FACETIndex,100,,70000,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.131498411,,8.2,69.43792701,12.05757499,0.602878749,20
spambase,FACETIndex,100,,70000,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.066491812,,15.45,61.24772549,14.86013031,0.743006516,20
vertebral,FACETIndex,100,,70000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.061564579,,3.6,58.20974874,11.75115705,0.587557852,20
cancer,FACETIndex,100,,80000,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.344509928,,11.9,66.83709049,16.10706067,0.805353034,20
glass,FACETIndex,100,,80000,4,0.848484848,1,0.8,0.888888889,1,0.134147293,,5.6,68.87038279,6.457735777,0.322886789,20
magic,FACETIndex,100,,80000,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.131254483,,8.1,79.57172799,13.65153599,0.682576799,20
spambase,FACETIndex,100,,80000,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.062325048,,17.35,71.28208518,17.3948977,0.869744885,20
vertebral,FACETIndex,100,,80000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.06294119,,3.65,65.25503898,13.56950736,0.678475368,20
cancer,FACETIndex,100,,90000,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.349039639,,13.2,73.07719207,18.04841256,0.902420628,20
glass,FACETIndex,100,,90000,4,0.848484848,1,0.8,0.888888889,1,0.135040052,,5.45,74.06599236,7.109134197,0.35545671,20
magic,FACETIndex,100,,90000,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.129206223,,8.25,85.11938691,15.18998241,0.759499121,20
spambase,FACETIndex,100,,90000,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.064418103,,17.05,75.70023417,19.39031267,0.969515634,20
vertebral,FACETIndex,100,,90000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.060921947,,3.85,72.83054781,15.19916511,0.759958255,20
cancer,FACETIndex,100,,100000,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.33900927,,11.6,81.36587214,20.43075538,1.021537769,20
glass,FACETIndex,100,,100000,4,0.848484848,1,0.8,0.888888889,1,0.134178449,,5.6,82.58425593,7.496408701,0.374820435,20
magic,FACETIndex,100,,100000,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.129085909,,8.2,93.95869756,16.83732009,0.841866004,20
spambase,FACETIndex,100,,100000,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.061780525,,16.2,84.26349616,21.68808961,1.08440448,20
vertebral,FACETIndex,100,,100000,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.061198109,,3.6,80.86669111,16.84164715,0.842082357,20
cancer,FACETIndex,100,,100,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.491729848,,15,0.137570858,0.029411316,0.001470566,20
glass,FACETIndex,100,,100,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.223821434,,6,0.144662619,0.028858662,0.001442933,20
magic,FACETIndex,100,,100,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.203801624,,9.45,4.733064651,0.031564474,0.001578224,20
spambase,FACETIndex,100,,100,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.241791632,,23.25,1.01479125,0.02791214,0.001395607,20
vertebral,FACETIndex,100,,100,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.145095471,,4.7,0.162285805,0.029068947,0.001453447,20
cancer,FACETIndex,100,,1000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.384955848,,11.65,0.862223625,0.209608555,0.010480428,20
glass,FACETIndex,100,,1000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.199238526,,6,0.87496829,0.18251276,0.009125638,20
magic,FACETIndex,100,,1000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.124504695,,9.15,5.531066179,0.262562513,0.013128126,20
spambase,FACETIndex,100,,1000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.170442207,,19.25,1.772437334,0.213530064,0.010676503,20
vertebral,FACETIndex,100,,1000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.103947629,,4.05,0.881047726,0.218791246,0.010939562,20
cancer,FACETIndex,100,,5000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.377733875,,13.15,4.080524921,1.005558014,0.050277901,20
glass,FACETIndex,100,,5000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.19724827,,6.05,4.136036158,0.711735725,0.035586786,20
magic,FACETIndex,100,,5000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.10544288,,9.05,9.033238173,1.278266907,0.063913345,20
spambase,FACETIndex,100,,5000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.14795872,,20.25,5.106149435,1.072953701,0.053647685,20
vertebral,FACETIndex,100,,5000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.068333935,,4.1,4.087889671,1.026161194,0.05130806,20
cancer,FACETIndex,100,,10000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.365045848,,11.9,8.111905098,1.964381456,0.098219073,20
glass,FACETIndex,100,,10000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.19519585,,5.9,8.274746418,1.247624874,0.062381244,20
magic,FACETIndex,100,,10000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.100940007,,9.25,13.50099754,2.526186705,0.126309335,20
spambase,FACETIndex,100,,10000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.128435665,,18.95,9.281050682,2.135463715,0.106773186,20
vertebral,FACETIndex,100,,10000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.066595839,,3.9,8.095286369,2.025902271,0.101295114,20
cancer,FACETIndex,100,,20000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.351885216,,12.5,16.31855106,3.946775436,0.197338772,20
glass,FACETIndex,100,,20000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,16.51285148,2.131107807,0.10655539,20
magic,FACETIndex,100,,20000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.09706865,,9.05,22.33462048,4.973798037,0.248689902,20
spambase,FACETIndex,100,,20000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.117631315,,17.6,17.49739528,4.252516508,0.212625825,20
vertebral,FACETIndex,100,,20000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.063691792,,4.45,16.06389499,3.914197922,0.195709896,20
cancer,FACETIndex,100,,30000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.332005715,,10.55,24.27456045,5.867493391,0.29337467,20
glass,FACETIndex,100,,30000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.188328074,,6,24.5920403,2.955828905,0.147791445,20
magic,FACETIndex,100,,30000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.095205803,,8.95,31.14434004,7.253112555,0.362655628,20
spambase,FACETIndex,100,,30000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.109866889,,16.8,25.57821441,6.472857237,0.323642862,20
vertebral,FACETIndex,100,,30000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.05548064,,3.85,24.1033268,5.706499577,0.285324979,20
cancer,FACETIndex,100,,40000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.327617111,,11.85,32.26296949,7.799073696,0.389953685,20
glass,FACETIndex,100,,40000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.186921882,,5.85,32.67268372,3.658454418,0.182922721,20
magic,FACETIndex,100,,40000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.091744035,,9.05,40.10983348,9.70104003,0.485052001,20
spambase,FACETIndex,100,,40000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.11350671,,17.55,33.99426818,8.630396843,0.431519842,20
vertebral,FACETIndex,100,,40000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.053980961,,3.75,32.18672323,7.411338329,0.370566916,20
cancer,FACETIndex,100,,50000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.31237448,,10.5,40.3916676,9.678625584,0.483931279,20
glass,FACETIndex,100,,50000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.187255549,,6.15,41.13410091,4.304386854,0.215219343,20
magic,FACETIndex,100,,50000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.092238718,,9,49.19618583,11.88152838,0.594076419,20
spambase,FACETIndex,100,,50000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.107915752,,18.6,42.12235761,10.6021986,0.53010993,20
vertebral,FACETIndex,100,,50000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.055614609,,4.45,40.42922521,9.411960125,0.470598006,20
cancer,FACETIndex,100,,60000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.318929058,,11.95,48.80767179,11.45192003,0.572596002,20
glass,FACETIndex,100,,60000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.187271993,,6,49.4199264,4.949065447,0.247453272,20
magic,FACETIndex,100,,60000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.091750527,,8.95,58.19570231,14.02004457,0.701002228,20
spambase,FACETIndex,100,,60000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.10160182,,17.7,51.01120973,12.91188622,0.645594311,20
vertebral,FACETIndex,100,,60000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.053950029,,4.1,48.60562134,11.11804271,0.555902135,20
cancer,FACETIndex,100,,70000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.32396517,,10.8,56.8615799,13.45755506,0.672877753,20
glass,FACETIndex,100,,70000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.186557348,,5.95,58.00548244,5.468507528,0.273425376,20
magic,FACETIndex,100,,70000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.092445192,,8.95,67.35263777,16.45782232,0.822891116,20
spambase,FACETIndex,100,,70000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.100438398,,16.5,59.19733119,14.91780305,0.745890152,20
vertebral,FACETIndex,100,,70000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.052502315,,3.95,56.51552105,12.78098035,0.639049017,20
cancer,FACETIndex,100,,80000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.316330236,,11.45,64.88160563,15.26247025,0.763123512,20
glass,FACETIndex,100,,80000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.183465063,,5.95,66.07149076,5.953537703,0.297676885,20
magic,FACETIndex,100,,80000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.090770509,,8.75,75.39936566,18.79836607,0.939918303,20
spambase,FACETIndex,100,,80000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.09897794,,16.1,67.67110801,17.26103997,0.863051999,20
vertebral,FACETIndex,100,,80000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.05256998,,3.75,65.08486199,14.64629078,0.732314539,20
cancer,FACETIndex,100,,90000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.307449793,,11,73.26373553,17.27746034,0.863873017,20
glass,FACETIndex,100,,90000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.187221457,,6,74.19036627,6.446392536,0.322319627,20
magic,FACETIndex,100,,90000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.091704065,,9.15,85.40044188,20.59769607,1.029884803,20
spambase,FACETIndex,100,,90000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.103208792,,17.3,75.38818336,19.11291862,0.955645931,20
vertebral,FACETIndex,100,,90000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.050646203,,3.7,72.53073025,16.3209486,0.81604743,20
cancer,FACETIndex,100,,100000,5,0.956140351,0.931818182,0.953488372,0.942528736,1,0.322292451,,11.25,81.13967872,19.16136479,0.95806824,20
glass,FACETIndex,100,,100000,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.185338311,,5.8,82.82456398,7.184875727,0.359243786,20
magic,FACETIndex,100,,100000,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.089718145,,8.85,94.47929716,22.9657023,1.148285115,20
spambase,FACETIndex,100,,100000,5,0.963043478,0.966005666,0.939393939,0.952513966,1,0.097938567,,18.05,85.1089704,21.19625235,1.059812617,20
vertebral,FACETIndex,100,,100000,5,0.838709677,0.837209302,0.923076923,0.87804878,1,0.050651553,,3.5,80.8761301,18.0818541,0.904092705,20
cancer,FACETIndex,100,,100,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.426325426,,15,0.141062975,0.028617382,0.001430869,20
glass,FACETIndex,100,,100,6,0.878787879,0.933333333,0.823529412,0.875,1,0.199220861,,5.65,0.167702436,0.029296637,0.001464832,20
magic,FACETIndex,100,,100,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.238870887,,9.35,4.801583529,0.026229858,0.001311493,20
spambase,FACETIndex,100,,100,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.123527397,,19.4,0.987430334,0.028536797,0.00142684,20
vertebral,FACETIndex,100,,100,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.18942768,,4.65,0.156671524,0.02346015,0.001173007,20
cancer,FACETIndex,100,,1000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.360427026,,14.85,0.859925508,0.224349976,0.011217499,20
glass,FACETIndex,100,,1000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.15290264,,5.6,0.874840498,0.204038143,0.010201907,20
magic,FACETIndex,100,,1000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.14223018,,8.8,5.507423639,0.199081421,0.009954071,20
spambase,FACETIndex,100,,1000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.095618787,,18.7,1.735587597,0.22281599,0.0111408,20
vertebral,FACETIndex,100,,1000,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.123254489,,4.25,0.887769699,0.162580252,0.008129013,20
cancer,FACETIndex,100,,5000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.333948629,,13.7,4.113935709,1.104964256,0.055248213,20
glass,FACETIndex,100,,5000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.142215608,,5.55,4.146355867,0.770709991,0.0385355,20
magic,FACETIndex,100,,5000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.120516486,,8.7,9.128849506,0.974127293,0.048706365,20
spambase,FACETIndex,100,,5000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.070350357,,16.55,5.060418606,1.104483128,0.055224156,20
vertebral,FACETIndex,100,,5000,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.094691279,,3.8,4.126994371,0.766650677,0.038332534,20
cancer,FACETIndex,100,,10000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.314686721,,13.6,8.123060942,2.183947086,0.109197354,20
glass,FACETIndex,100,,10000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.138280635,,5.45,8.20754981,1.344469547,0.067223477,20
magic,FACETIndex,100,,10000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.110130933,,8.15,13.41691804,1.858505249,0.092925262,20
spambase,FACETIndex,100,,10000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.068961794,,16.6,9.156363249,2.22223258,0.111111629,20
vertebral,FACETIndex,100,,10000,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.088064774,,4.05,8.172401428,1.473709822,0.073685491,20
cancer,FACETIndex,100,,20000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,16.16488481,4.27828145,0.213914073,20
glass,FACETIndex,100,,20000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.137463493,,5.35,16.49262381,2.393888474,0.119694424,20
magic,FACETIndex,100,,20000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.103543606,,8.3,22.68284154,3.687778711,0.184388936,20
spambase,FACETIndex,100,,20000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,17.71039772,4.475358963,0.223767948,20
vertebral,FACETIndex,100,,20000,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,16.43437839,2.844820023,0.142241001,20
cancer,FACETIndex,100,,30000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.29579807,,13.45,24.50783849,6.484598637,0.324229932,20
glass,FACETIndex,100,,30000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.134211605,,5.35,24.97696352,3.23890686,0.161945343,20
magic,FACETIndex,100,,30000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.100837661,,8.15,31.06122637,5.418031931,0.270901597,20
spambase,FACETIndex,100,,30000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.055703696,,15.85,25.73537445,6.741394997,0.33706975,20
vertebral,FACETIndex,100,,30000,10,0.85483871,0.888888889,0.909090909,0.898876404,1,0.080640058,,4.4,34.2947433,0.085002661,0.004250133,20
cancer,FACETIndex,100,,40000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.286444742,,13.2,32.32731247,8.676051378,0.433802569,20
glass,FACETIndex,100,,40000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.130217031,,5.15,32.8397429,4.073242426,0.203662121,20
magic,FACETIndex,100,,40000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.094310898,,8.4,39.75131679,7.188670158,0.359433508,20
spambase,FACETIndex,100,,40000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.057724756,,16.2,34.08032823,8.895667791,0.44478339,20
vertebral,FACETIndex,100,,40000,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.083022257,,3.65,32.63725853,5.550665617,0.277533281,20
cancer,FACETIndex,100,,50000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.285999124,,13.85,40.54038787,10.78154707,0.539077353,20
glass,FACETIndex,100,,50000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.134103787,,5.35,41.11436629,4.811394453,0.240569723,20
magic,FACETIndex,100,,50000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.094250161,,8.1,49.25101376,8.816491842,0.440824592,20
spambase,FACETIndex,100,,50000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.051015794,,15.35,42.00967789,11.19210768,0.559605384,20
vertebral,FACETIndex,100,,50000,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.076890666,,3.7,40.52245092,6.729573488,0.336478674,20
cancer,FACETIndex,100,,60000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.28101115,,13.05,48.57651019,12.91593695,0.645796847,20
glass,FACETIndex,100,,60000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.131360235,,5.4,49.00586915,5.440205812,0.272010291,20
magic,FACETIndex,100,,60000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.093941854,,8.3,57.91251993,10.44730067,0.522365034,20
spambase,FACETIndex,100,,60000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.048496813,,13.85,50.50619602,13.24382138,0.662191069,20
vertebral,FACETIndex,100,,60000,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.080261783,,3.65,48.45550108,8.235696793,0.41178484,20
cancer,FACETIndex,100,,70000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.286282118,,13.85,56.98171496,15.04499316,0.752249658,20
glass,FACETIndex,100,,70000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.131320133,,5.15,57.93655729,6.174405098,0.308720255,20
magic,FACETIndex,100,,70000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.093238749,,8.05,66.48933339,11.98897409,0.599448705,20
spambase,FACETIndex,100,,70000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.051507393,,15.5,59.11316943,15.30468249,0.765234125,20
vertebral,FACETIndex,100,,70000,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.079994617,,3.8,56.69240546,9.473189592,0.47365948,20
cancer,FACETIndex,100,,80000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.281192093,,12.5,64.85277605,17.1710403,0.858552015,20
glass,FACETIndex,100,,80000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.133720599,,5.35,66.0863142,6.740396976,0.337019849,20
magic,FACETIndex,100,,80000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.09141242,,8.25,75.5081954,13.64502835,0.682251418,20
spambase,FACETIndex,100,,80000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.050532303,,16.45,70.93840408,17.84552431,0.892276216,20
vertebral,FACETIndex,100,,80000,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.076712257,,3.65,65.33936667,10.68992901,0.53449645,20
cancer,FACETIndex,100,,90000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.277638433,,12.9,73.32082057,19.31961679,0.96598084,20
glass,FACETIndex,100,,90000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.129328136,,5,73.98173857,7.178451538,0.358922577,20
magic,FACETIndex,100,,90000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.092226599,,8.25,85.60286641,15.34141254,0.767070627,20
spambase,FACETIndex,100,,90000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.051293592,,15.1,76.40989256,20.35765672,1.017882836,20
vertebral,FACETIndex,100,,90000,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.076804955,,3.75,72.98739743,11.77263355,0.588631678,20
cancer,FACETIndex,100,,100000,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.275971778,,12.55,80.91238546,21.41181445,1.070590723,20
glass,FACETIndex,100,,100000,6,0.878787879,0.933333333,0.823529412,0.875,1,0.130008596,,5.1,81.84522295,8.001091957,0.400054598,20
magic,FACETIndex,100,,100000,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.092707955,,8.2,93.79394054,16.82067657,0.841033828,20
spambase,FACETIndex,100,,100000,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.049057379,,15.3,83.74220562,22.30179667,1.115089834,20
