dataset,explainer,n_trees,max_depth,n_rects,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain
vertebral,FACETIndex,100,,100000,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.07592429,,3.5,81.12612915,13.26326895,0.663163447,20
cancer,FACETIndex,100,,100,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.417396978,,14.65,0.15782547,0.026301384,0.001315069,20
glass,FACETIndex,100,,100,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.249946873,,5.2,0.141463757,0.027935266,0.001396763,20
magic,FACETIndex,100,,100,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.229688794,,9.55,4.771630287,0.02564311,0.001282156,20
spambase,FACETIndex,100,,100,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.226682937,,20.15,1.017469168,0.027809381,0.001390469,20
vertebral,FACETIndex,100,,100,7,0.919354839,0.895833333,1,0.945054945,1,0.230589689,,4.95,0.167594433,0.020176649,0.001008832,20
cancer,FACETIndex,100,,1000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.384331535,,14.85,0.875417709,0.219323158,0.010966158,20
glass,FACETIndex,100,,1000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.196319466,,5.3,0.876536369,0.189529181,0.009476459,20
magic,FACETIndex,100,,1000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.163737252,,8.9,5.522674322,0.196540833,0.009827042,20
spambase,FACETIndex,100,,1000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.136542333,,19.6,1.767024517,0.210241079,0.010512054,20
vertebral,FACETIndex,100,,1000,7,0.919354839,0.895833333,1,0.945054945,1,0.187555756,,4.45,0.889699697,0.152002573,0.007600129,20
cancer,FACETIndex,100,,5000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.337503173,,14.1,4.100973129,1.048421621,0.052421081,20
glass,FACETIndex,100,,5000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.184745908,,5,4.166131735,0.734049797,0.03670249,20
magic,FACETIndex,100,,5000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.126656821,,8.25,9.143635988,0.970680237,0.048534012,20
spambase,FACETIndex,100,,5000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.139843521,,18.4,5.065643549,1.042463541,0.052123177,20
vertebral,FACETIndex,100,,5000,7,0.919354839,0.895833333,1,0.945054945,1,0.155933218,,4.5,4.12634635,0.717831135,0.035891557,20
cancer,FACETIndex,100,,10000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.327304008,,13.15,8.157433271,2.056019545,0.102800977,20
glass,FACETIndex,100,,10000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.18408557,,4.9,8.25072217,1.307574511,0.065378726,20
magic,FACETIndex,100,,10000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.113949559,,8.1,13.48509359,1.891992092,0.094599605,20
spambase,FACETIndex,100,,10000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.106120545,,17.6,9.292005062,2.102666616,0.105133331,20
vertebral,FACETIndex,100,,10000,7,0.919354839,0.895833333,1,0.945054945,1,0.145875818,,4.1,8.145420551,1.392836809,0.06964184,20
cancer,FACETIndex,100,,20000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,16.22286034,4.125337601,0.20626688,20
glass,FACETIndex,100,,20000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,16.45678258,2.251158476,0.112557924,20
magic,FACETIndex,100,,20000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,22.59235215,3.752300501,0.187615025,20
spambase,FACETIndex,100,,20000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,17.582196,4.069782257,0.203489113,20
vertebral,FACETIndex,100,,20000,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,16.22108984,2.803308249,0.140165412,20
cancer,FACETIndex,100,,30000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.30141314,,12.85,24.31897664,6.209322929,0.310466146,20
glass,FACETIndex,100,,30000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.180991926,,5.1,24.76690125,2.971522331,0.148576117,20
magic,FACETIndex,100,,30000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.099974038,,8.1,31.16094184,5.381510496,0.269075525,20
spambase,FACETIndex,100,,30000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.084991965,,16.45,25.68089342,6.16833806,0.308416903,20
vertebral,FACETIndex,100,,30000,7,0.919354839,0.895833333,1,0.945054945,1,0.129591574,,3.9,24.32000208,4.213938951,0.210696948,20
cancer,FACETIndex,100,,40000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.290415037,,12.55,32.55796528,8.266634941,0.413331747,20
glass,FACETIndex,100,,40000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181416351,,4.85,32.76326251,3.615132332,0.180756617,20
magic,FACETIndex,100,,40000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.098792348,,8.15,40.03941226,7.210303307,0.360515165,20
spambase,FACETIndex,100,,40000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.074491765,,16,34.09390974,8.20875001,0.4104375,20
vertebral,FACETIndex,100,,40000,7,0.919354839,0.895833333,1,0.945054945,1,0.127579509,,3.95,32.3861208,5.496726513,0.274836326,20
cancer,FACETIndex,100,,50000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.28955986,,12,40.47002435,10.26966071,0.513483036,20
glass,FACETIndex,100,,50000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.18020875,,4.9,41.10378313,4.301007032,0.215050352,20
magic,FACETIndex,100,,50000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.095223871,,7.7,48.91131949,8.860055208,0.44300276,20
spambase,FACETIndex,100,,50000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.081699788,,16.35,42.51279879,10.15204883,0.507602441,20
vertebral,FACETIndex,100,,50000,7,0.919354839,0.895833333,1,0.945054945,1,0.131291101,,4.2,40.56121922,6.831423283,0.341571164,20
cancer,FACETIndex,100,,60000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.290544349,,13,48.73533797,12.37330246,0.618665123,20
glass,FACETIndex,100,,60000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.179607,,5.05,49.49634504,4.825127363,0.241256368,20
magic,FACETIndex,100,,60000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.095972682,,8.05,57.86658692,10.44847083,0.522423542,20
spambase,FACETIndex,100,,60000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.075062642,,16.4,50.60566473,12.53566337,0.626783168,20
vertebral,FACETIndex,100,,60000,7,0.919354839,0.895833333,1,0.945054945,1,0.127591246,,3.85,48.46715808,8.144781828,0.407239091,20
cancer,FACETIndex,100,,70000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.285026697,,12.05,56.52313685,14.38639259,0.71931963,20
glass,FACETIndex,100,,70000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.180858455,,5,57.05485511,5.439325094,0.271966255,20
magic,FACETIndex,100,,70000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.097547371,,7.6,66.63285351,12.17100978,0.608550489,20
spambase,FACETIndex,100,,70000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.075414536,,16.3,58.76347947,14.5045619,0.725228095,20
vertebral,FACETIndex,100,,70000,7,0.919354839,0.895833333,1,0.945054945,1,0.125103296,,3.7,56.48907638,9.453704357,0.472685218,20
cancer,FACETIndex,100,,80000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.284788168,,12.15,64.88865829,16.29666328,0.814833164,20
glass,FACETIndex,100,,80000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.177973826,,5.3,65.70734358,6.059384346,0.302969217,20
magic,FACETIndex,100,,80000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.09535725,,7.85,75.99408913,13.66144967,0.683072484,20
spambase,FACETIndex,100,,80000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.070609468,,17.45,67.72609186,16.67745471,0.833872736,20
vertebral,FACETIndex,100,,80000,7,0.919354839,0.895833333,1,0.945054945,1,0.125464433,,4.05,65.04714727,11.02278876,0.551139438,20
cancer,FACETIndex,100,,90000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.281995887,,13.3,73.48654485,18.37625313,0.918812656,20
glass,FACETIndex,100,,90000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.172783137,,5.15,74.54088545,6.628139973,0.331406999,20
magic,FACETIndex,100,,90000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.095405282,,8.45,84.83220935,15.41750312,0.770875156,20
spambase,FACETIndex,100,,90000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.070684433,,16.45,75.28898001,18.23437476,0.911718738,20
vertebral,FACETIndex,100,,90000,7,0.919354839,0.895833333,1,0.945054945,1,0.118860352,,3.85,72.99616742,12.02649593,0.601324797,20
cancer,FACETIndex,100,,100000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.284075433,,12.15,81.02336717,19.94538188,0.997269094,20
glass,FACETIndex,100,,100000,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.177763147,,4.9,82.02565026,7.059113026,0.352955651,20
magic,FACETIndex,100,,100000,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.095537109,,7.9,93.43355417,16.70123982,0.835061991,20
spambase,FACETIndex,100,,100000,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.076926321,,16.1,84.00211,20.82625389,1.041312695,20
vertebral,FACETIndex,100,,100000,7,0.919354839,0.895833333,1,0.945054945,1,0.118832981,,4.1,81.31021166,13.54851747,0.677425873,20
cancer,FACETIndex,100,,100,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.490268186,,15.2,0.158238888,0.026962996,0.00134815,20
glass,FACETIndex,100,,100,8,0.878787879,0.95,0.863636364,0.904761905,1,0.154205732,,5.45,0.138922215,0.028796196,0.00143981,20
magic,FACETIndex,100,,100,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.246818633,,9.05,4.72467494,0.027679205,0.00138396,20
spambase,FACETIndex,100,,100,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.201274945,,21.6,0.986541748,0.030853033,0.001542652,20
vertebral,FACETIndex,100,,100,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.171450876,,4.75,0.166008949,0.025493622,0.001274681,20
cancer,FACETIndex,100,,1000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.461247168,,15.35,0.866725922,0.212496758,0.010624838,20
glass,FACETIndex,100,,1000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.12563146,,5.2,0.86964798,0.178225279,0.008911264,20
magic,FACETIndex,100,,1000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.175812612,,9.35,5.508765221,0.216427565,0.010821378,20
spambase,FACETIndex,100,,1000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.161733739,,20.35,1.775758505,0.239785433,0.011989272,20
vertebral,FACETIndex,100,,1000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.141376829,,4.05,0.892925024,0.194547892,0.009727395,20
cancer,FACETIndex,100,,5000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.413527305,,15.05,4.115876198,1.015526295,0.050776315,20
glass,FACETIndex,100,,5000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.119453983,,5,4.157492161,0.689021111,0.034451056,20
magic,FACETIndex,100,,5000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.132822404,,9.05,9.064621925,1.036847353,0.051842368,20
spambase,FACETIndex,100,,5000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.113578147,,16.95,5.084881067,1.191400051,0.059570003,20
vertebral,FACETIndex,100,,5000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.114774904,,4.05,4.118824959,0.909863949,0.045493197,20
cancer,FACETIndex,100,,10000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.396224906,,13.9,8.164968967,2.035656691,0.101782835,20
glass,FACETIndex,100,,10000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.117337819,,5.15,8.277898788,1.214102745,0.060705137,20
magic,FACETIndex,100,,10000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.118014192,,8.75,13.43134856,2.035986423,0.101799321,20
spambase,FACETIndex,100,,10000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.094262931,,18.6,9.139071703,2.385030746,0.119251537,20
vertebral,FACETIndex,100,,10000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.1153604,,4.35,8.123489141,1.786417007,0.08932085,20
cancer,FACETIndex,100,,20000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.381550862,,13.6,16.30502772,4.013217926,0.200660896,20
glass,FACETIndex,100,,20000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.115859383,,4.9,16.45558882,2.098277569,0.104913878,20
magic,FACETIndex,100,,20000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.113376107,,8.75,22.43461776,3.877009153,0.193850458,20
spambase,FACETIndex,100,,20000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.08887645,,16,17.49866915,4.792842627,0.239642131,20
vertebral,FACETIndex,100,,20000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.108365426,,4,16.27065325,3.530126333,0.176506317,20
cancer,FACETIndex,100,,30000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.376040045,,13.75,24.4606576,6.099493504,0.304974675,20
glass,FACETIndex,100,,30000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.116778385,,5.15,24.84484172,2.823540211,0.141177011,20
magic,FACETIndex,100,,30000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.111465262,,8.35,31.08481455,5.904004335,0.295200217,20
spambase,FACETIndex,100,,30000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.079702514,,16.9,25.93555784,7.209873915,0.360493696,20
vertebral,FACETIndex,100,,30000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.105184172,,4.05,24.39420581,5.26145339,0.26307267,20
cancer,FACETIndex,100,,40000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.359209757,,13.1,32.69160151,7.978831291,0.398941565,20
glass,FACETIndex,100,,40000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.116422245,,5.15,33.0657053,3.546465397,0.17732327,20
magic,FACETIndex,100,,40000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.11028695,,8.35,40.41570878,7.712344408,0.38561722,20
spambase,FACETIndex,100,,40000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.080837808,,16.05,33.83338666,9.519335508,0.475966775,20
vertebral,FACETIndex,100,,40000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.102373151,,3.85,32.38404822,6.907146215,0.345357311,20
cancer,FACETIndex,100,,50000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.352966281,,13.75,40.52416968,9.959859848,0.497992992,20
glass,FACETIndex,100,,50000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.114121098,,4.9,41.05233908,4.213645458,0.210682273,20
magic,FACETIndex,100,,50000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.11010644,,8.65,48.92826056,9.483818531,0.474190927,20
spambase,FACETIndex,100,,50000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.08258967,,16,42.18035388,11.99446321,0.59972316,20
vertebral,FACETIndex,100,,50000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.105282621,,3.9,40.53121471,8.607312918,0.430365646,20
cancer,FACETIndex,100,,60000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.347631271,,12.7,48.74412417,11.94835138,0.597417569,20
glass,FACETIndex,100,,60000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.115185111,,4.95,49.76545525,4.857764006,0.2428882,20
magic,FACETIndex,100,,60000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.106163369,,8.8,61.72590733,11.41795063,0.570897532,20
spambase,FACETIndex,100,,60000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.076803858,,16.55,50.65484881,14.56380391,0.728190196,20
vertebral,FACETIndex,100,,60000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.100056432,,3.75,48.33162856,10.23713589,0.511856794,20
cancer,FACETIndex,100,,70000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.348941303,,13.3,57.10637593,14.00387049,0.700193524,20
glass,FACETIndex,100,,70000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.115559958,,5.15,58.05127311,5.394843817,0.269742191,20
magic,FACETIndex,100,,70000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.107516453,,8.35,67.29706597,13.25955009,0.662977505,20
spambase,FACETIndex,100,,70000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.083243318,,16.8,58.60588074,16.58560586,0.829280293,20
vertebral,FACETIndex,100,,70000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.100692029,,3.6,56.91496015,11.9122839,0.595614195,20
cancer,FACETIndex,100,,80000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.354617193,,13.35,65.38082552,15.61863518,0.780931759,20
glass,FACETIndex,100,,80000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.113730272,,4.9,66.32889748,5.942609072,0.297130454,20
magic,FACETIndex,100,,80000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.105270756,,8.4,75.85872245,14.95277619,0.74763881,20
spambase,FACETIndex,100,,80000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.076563547,,16.35,67.73338842,19.27156544,0.963578272,20
vertebral,FACETIndex,100,,80000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.098213006,,3.6,64.77768421,13.56822181,0.67841109,20
cancer,FACETIndex,100,,90000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.34781977,,12.4,73.42567968,17.94148135,0.897074068,20
glass,FACETIndex,100,,90000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.113806652,,4.8,74.45352125,6.395172358,0.319758618,20
magic,FACETIndex,100,,90000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.108027189,,8.8,85.22343183,16.45049214,0.822524607,20
spambase,FACETIndex,100,,90000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.076748768,,15.3,75.88130713,21.70918846,1.085459423,20
vertebral,FACETIndex,100,,90000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.100039272,,3.6,72.71792459,15.17571235,0.758785617,20
cancer,FACETIndex,100,,100000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.344066191,,13.35,81.10376477,19.67828417,0.983914208,20
glass,FACETIndex,100,,100000,8,0.878787879,0.95,0.863636364,0.904761905,1,0.114004639,,4.7,82.57218456,6.909204483,0.345460224,20
magic,FACETIndex,100,,100000,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.105770945,,8.5,93.24122715,18.28955555,0.914477777,20
spambase,FACETIndex,100,,100000,8,0.944565217,0.928205128,0.94025974,0.934193548,1,0.069060235,,15.35,83.49600649,23.70444202,1.185222101,20
vertebral,FACETIndex,100,,100000,8,0.903225806,0.909090909,0.952380952,0.930232558,1,0.099083728,,3.9,81.11398864,16.79950857,0.839975429,20
cancer,FACETIndex,100,,100,9,0.956140351,1,0.88372093,0.938271605,1,0.476464077,,13.1,0.136148691,0.027155876,0.001357794,20
glass,FACETIndex,100,,100,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.242686183,,5.85,0.144021749,0.028903008,0.00144515,20
magic,FACETIndex,100,,100,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.208562163,,9.35,4.755955458,0.029185295,0.001459265,20
spambase,FACETIndex,100,,100,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.186138666,,21.65,1.018016338,0.028285027,0.001414251,20
vertebral,FACETIndex,100,,100,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.170142391,,5,0.168138981,0.026792765,0.001339638,20
cancer,FACETIndex,100,,1000,9,0.956140351,1,0.88372093,0.938271605,1,0.404129398,,12.3,0.859228849,0.191413641,0.009570682,20
glass,FACETIndex,100,,1000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.210333133,,6.35,0.870553732,0.19307971,0.009653986,20
magic,FACETIndex,100,,1000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.147641889,,9.1,5.547170639,0.214976311,0.010748816,20
spambase,FACETIndex,100,,1000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.121173621,,19.6,1.757464647,0.212596416,0.010629821,20
vertebral,FACETIndex,100,,1000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.125064607,,5,0.895177126,0.20285058,0.010142529,20
cancer,FACETIndex,100,,5000,9,0.956140351,1,0.88372093,0.938271605,1,0.383574242,,12.75,4.100231886,0.917838335,0.045891917,20
glass,FACETIndex,100,,5000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.206725748,,5.95,4.176875114,0.801137209,0.04005686,20
magic,FACETIndex,100,,5000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.121473962,,8.2,9.127783298,1.038908005,0.0519454,20
spambase,FACETIndex,100,,5000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.091235252,,18.65,5.09190464,1.04615283,0.052307642,20
vertebral,FACETIndex,100,,5000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.096476627,,4.8,4.094249487,0.951248884,0.047562444,20
cancer,FACETIndex,100,,10000,9,0.956140351,1,0.88372093,0.938271605,1,0.352097204,,11.35,8.115826845,1.798577785,0.089928889,20
glass,FACETIndex,100,,10000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.203933073,,6.2,8.197254181,1.433789253,0.071689463,20
magic,FACETIndex,100,,10000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.110188762,,8.2,13.63851619,2.08479619,0.10423981,20
spambase,FACETIndex,100,,10000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.081302456,,18.7,9.322326899,2.073725462,0.103686273,20
vertebral,FACETIndex,100,,10000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.085230636,,4.45,8.116355896,1.872503757,0.093625188,20
cancer,FACETIndex,100,,20000,9,0.956140351,1,0.88372093,0.938271605,1,0.349443884,,11.4,16.2754724,3.532193184,0.176609659,20
glass,FACETIndex,100,,20000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.202456197,,6,16.41213083,2.499230862,0.124961543,20
magic,FACETIndex,100,,20000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.104145863,,8.15,22.3675406,4.043741226,0.202187061,20
spambase,FACETIndex,100,,20000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.069773754,,18.2,17.51846552,4.228522301,0.211426115,20
vertebral,FACETIndex,100,,20000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.087916824,,4.6,16.17545915,3.681298256,0.184064913,20
cancer,FACETIndex,100,,30000,9,0.956140351,1,0.88372093,0.938271605,1,0.333394486,,12,24.30818796,5.270960331,0.263548017,20
glass,FACETIndex,100,,30000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.202460159,,6.05,24.7089889,3.46142149,0.173071074,20
magic,FACETIndex,100,,30000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.100731673,,8.2,31.35839176,5.944635868,0.297231793,20
spambase,FACETIndex,100,,30000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.067024753,,18,25.80058002,6.306030273,0.315301514,20
vertebral,FACETIndex,100,,30000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.084736148,,4.5,24.31749558,5.472622395,0.27363112,20
cancer,FACETIndex,100,,40000,9,0.956140351,1,0.88372093,0.938271605,1,0.32757602,,11.9,32.54089856,7.046203852,0.352310193,20
glass,FACETIndex,100,,40000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.201293911,,6,32.89207864,4.330303669,0.216515183,20
magic,FACETIndex,100,,40000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.099237145,,8.45,40.12352109,7.854916573,0.392745829,20
spambase,FACETIndex,100,,40000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.057805123,,16.6,34.24252605,8.356566191,0.41782831,20
vertebral,FACETIndex,100,,40000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.080809505,,4.25,32.28163457,7.239271641,0.361963582,20
cancer,FACETIndex,100,,50000,9,0.956140351,1,0.88372093,0.938271605,1,0.323877843,,11.9,40.76177526,8.770403624,0.438520181,20
glass,FACETIndex,100,,50000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.200541934,,5.95,41.15808153,5.186560392,0.25932802,20
magic,FACETIndex,100,,50000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.099113047,,8.25,48.94103456,9.612482071,0.480624104,20
spambase,FACETIndex,100,,50000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.059549553,,16.7,42.19372392,10.53000855,0.526500428,20
vertebral,FACETIndex,100,,50000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.075438822,,4.2,40.20214057,8.95379138,0.447689569,20
cancer,FACETIndex,100,,60000,9,0.956140351,1,0.88372093,0.938271605,1,0.317566674,,11.25,48.59419703,10.23480582,0.511740291,20
glass,FACETIndex,100,,60000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.201557423,,6.15,49.51733017,5.845820427,0.292291021,20
magic,FACETIndex,100,,60000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.099278062,,8,58.12103534,11.59382367,0.579691184,20
spambase,FACETIndex,100,,60000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.064032969,,17.15,50.93503308,12.72307038,0.636153519,20
vertebral,FACETIndex,100,,60000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.07462977,,4.1,48.43673587,10.64064145,0.532032073,20
cancer,FACETIndex,100,,70000,9,0.956140351,1,0.88372093,0.938271605,1,0.323471444,,11.35,56.63233447,12.21892118,0.610946059,20
glass,FACETIndex,100,,70000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.201063332,,6,57.43838143,6.61117959,0.33055898,20
magic,FACETIndex,100,,70000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.098376136,,8.4,66.62365031,13.33796191,0.666898096,20
spambase,FACETIndex,100,,70000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.055026912,,16.9,59.2909987,14.40093255,0.720046628,20
vertebral,FACETIndex,100,,70000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.073970398,,4.05,56.58764601,12.46874619,0.623437309,20
cancer,FACETIndex,100,,80000,9,0.956140351,1,0.88372093,0.938271605,1,0.328792534,,11.55,65.01063061,13.71455193,0.685727596,20
glass,FACETIndex,100,,80000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.19942335,,5.85,65.34348512,7.309920788,0.365496039,20
magic,FACETIndex,100,,80000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.098843747,,8.4,75.86099958,15.19856834,0.759928417,20
spambase,FACETIndex,100,,80000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.055322211,,16.85,66.87616801,16.74745202,0.837372601,20
vertebral,FACETIndex,100,,80000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.077627235,,4.2,64.8595016,14.24633479,0.71231674,20
