dataset,n_samples,n_features,n_trees,max_depth,test_size,avg_nnodes,avg_nleaves,avg_depth,accuracy_hard,precision_hard,recall_hard,f1_hard,accuracy_soft,precision_soft,recall_soft,f1_soft
glass,162,9,20,3,0.2,11.3,6.15,3.0,0.8787878787878788,0.85,0.9444444444444444,0.8947368421052632,0.8787878787878788,0.85,0.9444444444444444,0.8947368421052632
glass,162,9,20,3,0.2,12.0,6.5,3.0,0.7272727272727273,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.7272727272727273,0.7142857142857143,0.8333333333333334,0.7692307692307692
glass,162,9,20,3,0.2,10.2,5.6,3.0,0.7878787878787878,0.7777777777777778,0.8235294117647058,0.7999999999999999,0.7575757575757576,0.7368421052631579,0.8235294117647058,0.7777777777777778
glass,162,9,20,3,0.2,11.9,6.45,3.0,0.8484848484848485,0.7894736842105263,0.9375,0.8571428571428572,0.8787878787878788,0.8,1.0,0.888888888888889
glass,162,9,20,3,0.2,11.8,6.4,3.0,0.7575757575757576,0.6818181818181818,0.9375,0.7894736842105263,0.7575757575757576,0.6818181818181818,0.9375,0.7894736842105263
glass,162,9,20,3,0.2,12.2,6.6,3.0,0.6363636363636364,0.5238095238095238,0.8461538461538461,0.6470588235294118,0.6363636363636364,0.5238095238095238,0.8461538461538461,0.6470588235294118
magic,19019,10,20,3,0.2,14.9,7.95,3.0,0.8186119873817035,0.8044520547945205,0.9517828200972447,0.8719376391982181,0.8109884332281808,0.7900497512437811,0.9651539708265803,0.8688674083530913
magic,19019,10,20,3,0.2,14.9,7.95,3.0,0.7712933753943217,0.7457469842251778,0.9804798698657992,0.8471539002108222,0.7944269190325972,0.7697008684464458,0.9731598210654737,0.8595545977011495
magic,19019,10,20,3,0.2,14.9,7.95,3.0,0.8172975814931651,0.8017802122560767,0.9528071602929211,0.8707938278490426,0.8054679284963197,0.7834983498349835,0.9658258746948739,0.8651603498542273
magic,19019,10,20,3,0.2,14.9,7.95,3.0,0.7975814931650894,0.7740777015997388,0.9681502654144549,0.8603047895500725,0.78732912723449,0.7628205128205128,0.9718252347897101,0.8547315496498473
magic,19019,10,20,3,0.2,14.8,7.9,3.0,0.7967928496319664,0.7734401067734401,0.961028192371476,0.8570900351266408,0.7999474237644585,0.7750749750083306,0.9643449419568823,0.8594125254018105
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.806782334384858,0.7913372292884152,0.9473251028806584,0.862333770368983,0.8007360672975815,0.7805369127516778,0.9572016460905349,0.8598890942698705
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.7944269190325972,0.7731629392971247,0.971107544141252,0.8609035930273924,0.7999474237644585,0.7773149631528357,0.9735152487961477,0.8644218777837164
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.7883806519453207,0.7766858691968824,0.9401148482362592,0.8506216366672852,0.7994216614090431,0.7867168777815816,0.9425758818703855,0.8576226908005224
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.825446898002103,0.8140180430256766,0.9482619240097009,0.8760268857356236,0.8259726603575184,0.811554332874828,0.9539207760711399,0.8769973987365293
magic,19019,10,20,3,0.2,15.0,8.0,3.0,0.785751840168244,0.7613814756671899,0.9778225806451613,0.8561341571050308,0.7981072555205048,0.7729591836734694,0.9774193548387097,0.8632478632478633
spambase,4600,57,20,3,0.2,14.6,7.8,3.0,0.9032608695652173,0.9486301369863014,0.7891737891737892,0.8615863141524106,0.907608695652174,0.9493243243243243,0.8005698005698005,0.8686244204018547
spambase,4600,57,20,3,0.2,14.6,7.8,3.0,0.8576086956521739,0.95578231292517,0.7042606516290727,0.8109668109668109,0.8869565217391304,0.9538461538461539,0.7769423558897243,0.8563535911602209
spambase,4600,57,20,3,0.2,14.7,7.85,3.0,0.875,0.9601449275362319,0.7181571815718157,0.8217054263565892,0.8869565217391304,0.9522184300341296,0.7560975609756098,0.8429003021148036
spambase,4600,57,20,3,0.2,14.8,7.9,3.0,0.8804347826086957,0.9428571428571428,0.7374301675977654,0.8275862068965516,0.9032608695652173,0.9381107491856677,0.8044692737430168,0.8661654135338347
spambase,4600,57,20,3,0.2,14.7,7.85,3.0,0.883695652173913,0.9468085106382979,0.7437325905292479,0.8330733229329172,0.8989130434782608,0.9375,0.7938718662952646,0.8597285067873304
spambase,4600,57,20,3,0.2,14.9,7.95,3.0,0.908695652173913,0.9312714776632303,0.808955223880597,0.865814696485623,0.9152173913043479,0.9297658862876255,0.8298507462686567,0.8769716088328076
spambase,4600,57,20,3,0.2,15.0,8.0,3.0,0.9141304347826087,0.9595959595959596,0.8096590909090909,0.8782742681047766,0.9130434782608695,0.9563758389261745,0.8096590909090909,0.8769230769230769
spambase,4600,57,20,3,0.2,14.6,7.8,3.0,0.9021739130434783,0.9453376205787781,0.8010899182561307,0.8672566371681416,0.9054347826086957,0.9375,0.8174386920980926,0.8733624454148472
spambase,4600,57,20,3,0.2,14.6,7.8,3.0,0.875,0.9618055555555556,0.7270341207349081,0.828101644245142,0.8782608695652174,0.9621993127147767,0.7349081364829396,0.8333333333333334
spambase,4600,57,20,3,0.2,14.1,7.55,3.0,0.9010869565217391,0.9288025889967637,0.8061797752808989,0.863157894736842,0.9054347826086957,0.932475884244373,0.8146067415730337,0.8695652173913043
